"typeLabel","placeName","choCount"
"daglichtgelatinezilverdrukken","Moengotapoe","2"
"foto's","Saint Laurent","2"
"ontwikkelgelatinezilverdrukken","Benedenwindse eilanden","2"
"daglichtgelatinezilverdrukken","Kwattahede","2"
"gelatine zilverdrukken","Panapie","2"
"gelatineplaatnegatieven","Bergendaal","2"
"glasnegatieven","Willemstad","2"
"daglichtgelatinezilverdrukken","Wane Kreek (rivier)","2"
"daglichtgelatinezilverdrukken","Jodensavanne","2"
"gelatine zilverdrukken","Donderkamp","2"
"ontwikkelgelatinezilverdrukken","Berbice","2"
"schilderingen","Bolivia","2"
"figuurvoorstellingen","Bolivia","2"
"ontwikkelgelatinezilverdrukken","Cholula","2"
"borduurwerk","Huauchinango","2"
"ontwikkelgelatinezilverdrukken","Antigua","2"
"beelden","Tlapacoya","2"
"schilderingen","Zacapoaxtla","2"
"beelden","Esquipulas","2"
"gravures","Centrale Plains","2"
"daglichtgelatinezilverdrukken","Midden- en Zuid-Amerika","2"
"totempalen","Midden- en Zuid-Amerika","2"
"prenten","Midden- en Zuid-Amerika","2"
"kerststallen","Midden- en Zuid-Amerika","2"
"koppen (figuurvoorstellingen)","Dominicaanse Republiek","2"
"assemblages (beeldhouwwerken)","Haïti","2"
"gelatineplaatnegatieven","Haïti","2"
"figuren (voorstellingen)","Jemez pueblo","2"
"potloodtekeningen","Taos pueblo","2"
"linoleumsneden","Bethel","2"
"attributen","Zuidoost-Alaska","2"
"schaalmodellen","Aleutian Islands","2"
"foto's","Gila River Indian reservation","2"
"miniaturen (schilderingen)","Rankin Inlet","2"
"sculpturen","Pelly Bay","2"
"maquettes","Groenland","2"
"kachina-poppen","Chinle","2"
"beeldsnijwerken","Groenland","2"
"wandversieringen (beeldmateriaal)","Diilerilaaq","2"
"portretten","Diilerilaaq","2"
"beeldengroepen","Diilerilaaq","2"
"schilderingen","Noord-Amerika","2"
"beelden","Noord-Amerika","2"
"kabinetfoto's","Noord-Amerika","2"
"beeldhouwwerken","Nunavik (regio)","2"
"kindertekeningen","Mescalero","2"
"kindertekeningen","Acoma I.R.","2"
"kachina-poppen","Cochiti pueblo","2"
"kindertekeningen","Peach Springs","2"
"beelden","Navajo I.R.","2"
"kindertekeningen","Tonalea","2"
"prenten","Hopi I.R.","2"
"attributen","Morley","2"
"godenbeelden","Denver","2"
"sculpturen","Povungnituk","2"
"reliëfs","Washington","2"
"beeldengroepen","Acoma I.R.","2"
"figuren (voorstellingen)","Papago I.R.","2"
"kleurendia's","Chichicastenango","2"
"gelatinenegatieven op nitraat","Lawa (rivier)","2"
"stereofoto's","Marowijne (district)","2"
"ontwikkelgelatinezilverdrukken","Marigot","2"
"foto's","Oakland","2"
"daglichtgelatinezilverdrukken","Friendship","2"
"albuminedrukken","Caracas-baai","2"
"daglichtcollodiumzilverdrukken","Caracas-baai","2"
"daglichtcollodiumzilverdrukken","Windwardside","2"
"daglichtcollodiumzilverdrukken","Saint John's Flat","2"
"diapositieven","Delemari (rivier)","2"
"lithografieën (prenten)","Cayenne (Frans Guyana)","2"
"kleurendia's","Friendship","2"
"beelden","Pitalito","2"
"daglichtcollodiumzilverdrukken","Cayenne (Frans Guyana)","2"
"gelatinenegatieven op nitraat","Wonotobo-vallen","2"
"kleurendia's","Mariënburg","2"
"zwart-wit negatieven","Havana","2"
"aquarellen","Laguna pueblo","2"
"prenten","New Orleans","2"
"schilderingen","Suriname","2"
"plattegronden (gebouwen)","Suriname","2"
"gedenkdoeken","Suriname","2"
"collages","Suriname","2"
"olieverfschilderingen","Suriname","2"
"kruisen","Suriname","2"
"kleurendia's","Para (district)","2"
"stereofoto's","Para (district)","2"
"beelden","Para (district)","2"
"gelatineplaatnegatieven","Nickerie (district)","2"
"beeldengroepen","Pernambuco (deelstaat)","2"
"gelatinenegatieven op acetaat","Ecuador","2"
"gravures","Frans-Guyana","2"
"appliqué (beeldmateriaal)","Frans-Guyana","2"
"beelden","Frans-Guyana","2"
"religieus beeldmateriaal","Cuzco (regio)","2"
"votiefprenten","Peru","2"
"figuren (voorstellingen)","Peru","2"
"schilderingen","Zuid-Amerika","2"
"aquarellen","Zuid-Amerika","2"
"aquarellen","Brazilië","2"
"gravures","Brazilië","2"
"religieus beeldmateriaal","Brazilië","2"
"broodfiguren","Amazone (rivier)","2"
"doodshoofden","Puebla (deelstaat)","2"
"figuren (voorstellingen)","Oaxaca (deelstaat)","2"
"figuren (voorstellingen)","Hidalgo (deelstaat)","2"
"negatieven","Guatemala","2"
"beeldengroepen","Guatemala","2"
"kindertekeningen","Mexico","2"
"plaquettes (beeldmateriaal)","Mexico","2"
"religieus beeldmateriaal","Mexico","2"
"beeldengroepen","Mexico","2"
"kerststalfiguren","Mexico","2"
"kabinetfoto's","Oregon","2"
"beelden","Guanajuato (deelstaat)","2"
"krijttekeningen","Cuba","2"
"figuren (voorstellingen)","Oklahoma","2"
"schilderijen","Cuba","2"
"krachtbeelden","New Mexico","2"
"medailles","New Mexico","2"
"kabinetfoto's","Colorado","2"
"lithografieën (prenten)","New York State","2"
"wandversieringen (beeldmateriaal)","Verenigde Staten van Amerika","2"
"cartes-de-visite (fotografische kaarten)","Arizona","2"
"medailles","Groenland- West","2"
"ontwikkelgelatinezilverdrukken","Amerika","2"
"fotogravures","Canada","2"
"gravures","Canada","2"
"klederdrachtpoppen","Canada","2"
"pentekeningen","Canada","2"
"fotogravures","Alberta","2"
"albuminedrukken","Trinidad en Tobago","2"
"aquarellen","Corantijn (rivier)","2"
"ontwikkelgelatinezilverdrukken","The Quill (krater)","2"
"koppen (figuurvoorstellingen)","Maracay","2"
"gelatinenegatieven op nitraat","Benzdorp","2"
"diapositieven","Benzdorp","2"
"gelatine zilverdrukken","Wonotobo-vallen","2"
"gelatine zilverdrukken","Temiri Rots","2"
"gelatinenegatieven op nitraat","Temiri Rots","2"
"gelatinenegatieven op acetaat","Santigron","2"
"gelatinenegatieven op nitraat","Braams Punt","2"
"gelatinenegatieven op nitraat","Gros","2"
"daglichtgelatinezilverdrukken","Wanhatti","2"
"foto's","Sipaliwini (rivier)","2"
"foto's","Benzdorp","2"
"potloodtekeningen","Meerzorg","2"
"schaalmodellen","Paramaribo","2"
"groepsportretten","Paramaribo","2"
"zwart-wit negatieven","Pátzcuaro-meer","2"
"gelatinenegatieven op acetaat","Pátzcuaro-meer","2"
"gelatinenegatieven op nitraat","Bonaire","2"
"kleurenlithografieën (prenten)","Curaçao","2"
"kleurendia's","Saba -Nederlandse Antillen","2"
"heiligenbeelden","Lima","2"
"gelatinenegatieven op acetaat","Suriname (rivier)","2"
"daglichtgelatinezilverdrukken","Wayombo (rivier)","2"
"beelden","Chancay","2"
"figuurvoorstellingen","Ocotlán","2"
"figuren (voorstellingen)","Ocotlán","2"
"kruisbeelden","Lima","2"
"sculpturen","Zuidelijk kustgebied van Peru","2"
"figuren (voorstellingen)","Santiago de Pupuja","2"
"gelatinenegatieven op acetaat","Sint Eustatius","2"
"gelatinenegatieven op acetaat","Buenos Aires (stad)","2"
"gelatineplaatnegatieven","Nieuw Amsterdam","2"
"daglichtcollodiumzilverdrukken","Albina","2"
"gelatinenegatieven op acetaat","Lelydorp","2"
"gelatineplaatnegatieven","Corneliskondre","2"
"gelatineplaatnegatieven","Grote Baai","2"
"ontwikkelgelatinezilverdrukken","Berlijn (Suriname)","2"
"negatieven","Salvador","2"
"ontwikkelgelatinezilverdrukken","Simsonbaai","2"
"altaarstukken","Arequipa","2"
"ontwikkelgelatinezilverdrukken","Goddo","2"
"ontwikkelgelatinezilverdrukken","Oost (rivier)","2"
"kleurendia's","Grote Baai","2"
"poppen (figuurvoorstellingen)","Groenland- Noord","2"
"beeldsnijwerken","Groenland- West","2"
"beelden","Groenland- West","2"
"etsen (prenten)","Groenland- West","2"
"maskers (beeldhouwwerk)","Queen Charlotte Islands","2"
"ontwikkelgelatinezilverdrukken","Grenada","2"
"albuminedrukken","Kingston","2"
"beelden","Peru: regionaal","2"
"glasnegatieven","Puerto Cabello","2"
"daglichtcollodiumzilverdrukken","Corantijn (rivier)","2"
"gelatine zilverdrukken","Corantijn (rivier)","2"
"diapositieven","Marowijne (rivier)","2"
"etsen (prenten)","Quito","2"
"gelatinenegatieven op acetaat","Quito","2"
"albuminedrukken","Demerara","2"
"diorama's","Argentinië","2"
"godenbeelden","Bolivia","2"
"zeefdrukken","Huaquechula","2"
"prenten","Huauchinango","2"
"levensbomen","Izúcar de Matamoros","2"
"beelden","Turrialba","2"
"borduurwerk","Pahuatlán","2"
"kerststallen","Rabinal","2"
"kleurenlithografieën (prenten)","Midden- en Zuid-Amerika","2"
"sculpturen","Midden- en Zuid-Amerika","2"
"beeldengroepen","Haïti","2"
"schilderingen","Haïti","2"
"beelden","San Francisco","2"
"schilderingen","Browning","2"
"maquettes","San Ildefonso pueblo","2"
"beelden","San Juan pueblo","2"
"kindertekeningen","Santo Domingo Pueblo","2"
"krijttekeningen","Taos pueblo","2"
"beelden","Taos pueblo","2"
"medailles","Taos pueblo","2"
"beelden","Tesuque pueblo","2"
"kabinetfoto's","Zuni","2"
"gravures","Plains","2"
"beeldhouwwerken","Alaska","2"
"beelden","Fairbanks","2"
"beelden","Wainwright","2"
"aquarellen","Chinle","2"
"aquarellen","Phoenix","2"
"kindertekeningen","Phoenix","2"
"beeldhouwwerken","Chesterfield Inlet","2"
"sculpturen","Eskimo Point","2"
"beeldhouwwerken","Pelly Bay","2"
"miniaturen (schilderingen)","Groenland","2"
"beelden","Groenland","2"
"beeldhouwwerken","Groenland","2"
"zwart-wit foto's","Diilerilaaq","2"
"portretkoppen","Diilerilaaq","2"
"totempalen","Noord-Amerika","2"
"figuren (voorstellingen)","Noord-Amerika","2"
"beelden","Northwest-Coast","2"
"foto's","Iowa","2"
"prenten","Navajo I.R.","2"
"kindertekeningen","Pinon","2"
"kindertekeningen","Gu Achi","2"
"kindertekeningen","Sells","2"
"fotogravures","Denver","2"
"totempalen","Northwest-Coast Canada","2"
"beeldhouwwerken","Northwest-Coast","2"
"gelatinenegatieven op acetaat","Bahia (deelstaat)","2"
"figuren (voorstellingen)","Nunavut","2"
"koppen (figuurvoorstellingen)","Cartago","2"
"olieverfschilderingen","São Paolo (deelstaat)","2"
"gelatineplaatnegatieven","Sipaliwini (district)","2"
"foto's","Maryland","2"
"gelatinenegatieven op nitraat","Wanica (district)","2"
"negatieven","Commewijne (district)","2"
"aquarellen","Commewijne (district)","2"
"diorama's","Commewijne (district)","2"
"gelatineplaatnegatieven","Commewijne (district)","2"
"beelden","New York City","2"
"foto's","Sacaton","2"
"tekeningen","Havana","2"
"installaties (beeldmateriaal)","Suriname","2"
"schilderijen","Suriname","2"
"daglichtgelatinezilverdrukken","Para (district)","2"
"foto's","Saramacca (district)","2"
"daglichtcollodiumzilverdrukken","Coronie (district)","2"
"gelatine zilverdrukken","Coronie (district)","2"
"gelatinenegatieven op acetaat","Para (district)","2"
"plaquettes (beeldmateriaal)","Colombia","2"
"albuminedrukken","Venezuela","2"
"etsen (prenten)","Pernambuco (deelstaat)","2"
"figuren (voorstellingen)","Chili","2"
"votiefbeelden","Colombia","2"
"ontwikkelgelatinezilverdrukken","Ecuador","2"
"gelatineplaatnegatieven","Frans-Guyana","2"
"tekeningen","Paraguay","2"
"schilderingen","Ecuador","2"
"plaquettes (beeldmateriaal)","Peru","2"
"altaarstukken","Peru","2"
"olieverfschilderingen","Peru","2"
"olieverfschilderingen","Cuzco (regio)","2"
"heiligenbeelden","Cuzco (regio)","2"
"figuren (voorstellingen)","Cuzco (regio)","2"
"poppen (figuurvoorstellingen)","Veracruz (deelstaat)","2"
"daglichtcollodiumzilverdrukken","Zuid-Amerika","2"
"etsen (prenten)","Zuid-Amerika","2"
"lithografieën (prenten)","Brazilië","2"
"botanische prenten","Brazilië","2"
"altaarstukken","Brazilië","2"
"beeldengroepen","Brazilië","2"
"bustes","Brazilië","2"
"beelden","Minas Gerais (deelstaat)","2"
"beelden","Amazone (rivier)","2"
"voorstellingen (beeldmateriaal)","Puebla (deelstaat)","2"
"figuurvoorstellingen","Michoacán (deelstaat)","2"
"godenbeelden","Michoacán (deelstaat)","2"
"borduurwerk","Hidalgo (deelstaat)","2"
"ontwikkelgelatinezilverdrukken","México (deelstaat)","2"
"koppen (figuurvoorstellingen)","Guatemala","2"
"beeldhouwwerken","Guatemala","2"
"levensbomen","Mexico","2"
"maquettes","Mexico","2"
"kruisbeelden","Mexico","2"
"cartes-de-visite (fotografische kaarten)","Oklahoma","2"
"schilderijen","Jamaica","2"
"kruisbeelden","Guerrero (deelstaat)","2"
"heiligenbeelden","Guerrero (deelstaat)","2"
"figuurvoorstellingen","Guerrero (deelstaat)","2"
"attributen","Oklahoma","2"
"reliëfs","Washington State","2"
"prenten","Caraïbisch gebied","2"
"gelatinenegatieven op acetaat","Nederlandse Antillen","2"
"godenbeelden","Nederlandse Antillen","2"
"beelden","Trinidad","2"
"kachina-poppen","Walpi","2"
"figuren (voorstellingen)","Walpi","2"
"lithografieën (prenten)","New Mexico","2"
"maskers (beeldhouwwerk)","New Mexico","2"
"diapositieven","California","2"
"prenten","New Mexico","2"
"beelden","Verenigde Staten van Amerika","2"
"schilderijen","Verenigde Staten van Amerika","2"
"zandschilderingen","Verenigde Staten van Amerika","2"
"beeldhouwwerken","Labrador","2"
"dromenvangers","Québec","2"
"daglichtcollodiumzilverdrukken","Bonaire","2"
"gelatinenegatieven op acetaat","Lima","2"
"beelden","Marajó","2"
"zwart-wit negatieven","San Juan Colorado","2"
"kruisen","Tepic","2"
"beeldhouwwerken","Ayacucho","2"
"figuurvoorstellingen","San Bartolo Coyotepec","2"
"ontwikkelgelatinezilverdrukken","Teotihuacán","2"
"voorouderschedels","Paaseiland","2"
"gelatinenegatieven op nitraat","Bergendaal","2"
"attributen","São Paulo","2"
"gelatineplaatnegatieven","Recife","2"
"gelatinenegatieven op acetaat","Alkmaar (Suriname)","2"
"gelatineplaatnegatieven","Corantijnpolder","2"
"ontwikkelgelatinezilverdrukken","Ephrata","2"
"daglichtgelatinezilverdrukken","Santa Rosa -Curaçao","2"
"daglichtgelatinezilverdrukken","Zanderij","2"
"gelatineplaatnegatieven","Wageningen -Suriname","2"
"foto's","Bergendaal","2"
"prenten","Curaçao","2"
"beelden","Tlayacapan","2"
"gelatinenegatieven op acetaat","La Paz (Bolivia)","2"
"figuurvoorstellingen","Tehuantepec","2"
"broodfiguren","Putla","2"
"sculpturen","St. Lawrence Island","2"
"beeldhouwwerken","Clyde","2"
"beeldhouwwerken","Hall Beach","2"
"daglichtcollodiumzilverdrukken","Corneliskondre","2"
"aquarellen","Bergendaal","2"
"kleurendia's","Salvador","2"
"ontwikkelgelatinezilverdrukken","Oranjestad -Aruba","2"
"heiligenbeelden","Recife","2"
"daglichtgelatinezilverdrukken","Lombee","2"
"gelatineplaatnegatieven","Gansee","2"
"ontwikkelgelatinezilverdrukken","Lombee","2"
"gelatinenegatieven op nitraat","Willemstad","2"
"albuminedrukken","Curaçao","2"
"lithografieën (prenten)","Curaçao","2"
"beelden","Ayacucho","2"
"ontwikkelgelatinezilverdrukken","Huacho","2"
"voorstellingen (beeldmateriaal)","Taxco","2"
"beeldsnijwerken","Zuidelijk kustgebied van Peru","2"
"negatieven","Suriname (rivier)","2"
"figuurvoorstellingen","Tzintzuntzan","2"
"beelden","Cuernavaca","2"
"zwart-wit negatieven","San Bartolo Coyotepec","2"
"diapositieven","Rincon","2"
"gelatinenegatieven op nitraat","Santa Barbara","2"
"gelatinenegatieven op acetaat","Belo Horizonte","2"
"grafbeelden","Centraal kustgebied van Peru","2"
"stereofoto's","Willemstad","2"
"diapositieven","Albina","2"
"diapositieven","Panapie","2"
"beelden","Tilantongo","2"
"gelatinenegatieven op acetaat","San Bartolo Coyotepec","2"
"koppen (figuurvoorstellingen)","Tiahuanaco","2"
"beelden","Ihuatzio","2"
"koppen (figuurvoorstellingen)","Noordelijk kustgebied van Peru","2"
"foto's","Kwattahede","2"
"ontwikkelgelatinezilverdrukken","Santa Rosa -Curaçao","2"
"gelatinenegatieven op acetaat","Domburg -Suriname","2"
"albuminedrukken","Nieuw Nickerie","2"
"olieverfschilderingen","Curaçao","2"
"poppen (figuurvoorstellingen)","Chancay","2"
"beelden","Chicama-vallei","2"
"reliëfs","Tiahuanaco","2"
"lichtdrukken","Suriname (rivier)","2"
"beelden","Monte Alban","2"
"kindertekeningen","Clyde","2"
"maquettes","Mexico-Stad","2"
"kleurendia's","Tepoztlán","2"
"gelatineplaatnegatieven","Nickerie (rivier)","2"
"diapositieven","Jamaike","2"
"ontwikkelgelatinezilverdrukken","Jodensavanne","2"
"gelatine zilverdrukken","Batavia (Suriname)","2"
"olieverfschilderingen","Sint Maarten","2"
"beschermbeelden","Recife","2"
"ontwikkelgelatinezilverdrukken","Salvador","2"
"gelatinenegatieven op nitraat","Albina","2"
"beelden","Intag","2"
"foto's","São Paulo","2"
"daglichtcollodiumzilverdrukken","Gansee","2"
"ontwikkelgelatinezilverdrukken","Uitkijk","2"
"koppen (figuurvoorstellingen)","Aruba","2"
"heiligenbeelden","Oruro","2"
"ontwikkelgelatinezilverdrukken","Toluca","2"
"mozaïeken","Pátzcuaro","2"
"kruisen","Lima","2"
"kerststallen","Ameyaltepec","2"
"ontwikkelgelatinezilverdrukken","Ladderbaai","2"
"kruisen","Tuxpan","2"
"gelatinenegatieven op nitraat","Rincon","2"
"sculpturen","Pond Inlet","2"
"kerststallen","Metepec","2"
"doodshoofden","Metepec","2"
"grafbeelden","Paaseiland","2"
"kruisen","Metepec","2"
"ontwikkelgelatinezilverdrukken","Texcoco","2"
"luchtfoto's","Bottom","2"
"gelatinenegatieven op nitraat","Alkmaar (Suriname)","2"
"gravures","Bergendaal","2"
"daglichtcollodiumzilverdrukken","Corantijnpolder","2"
"albuminedrukken","Kralendijk","2"
"lichtdrukken","Oranjestad -Sint Eustatius","2"
"gelatineplaatnegatieven","Totikamp","2"
"gelatineplaatnegatieven","Monbabasoe","2"
"ontwikkelgelatinezilverdrukken","Cocospolder","2"
"merklappen","Mérida","2"
"gravures","Tierra del Fuego (ARG, provincie)","2"
"heiligenbeelden","Cuernavaca","2"
"schaalmodellen","Ayacucho","2"
"gelatineplaatnegatieven","Matta","2"
"merklappen","Aranza","2"
"ontwikkelgelatinezilverdrukken","Palenque","2"
"schilderingen","Chalma","2"
"doodshoofden","Mexico-Stad","2"
"daglichtcollodiumzilverdrukken","Rincon","2"
"diapositieven","Paloemeu (rivier)","2"
"gelatinenegatieven op nitraat","Kassikassima (berg)","2"
"gelatinenegatieven op polyester","Curaçao","2"
"beeldhouwwerken","Charvein","2"
"beelden","La Paz (Bolivia)","2"
"figuurvoorstellingen","Mitla","2"
"diapositieven","Saramacca (rivier)","2"
"merklappen","Guadalajara","2"
"maquettes","Guadalajara","2"
"figuren (voorstellingen)","Palenque","2"
"fresco's","Teotihuacán","2"
"kruisen","Huejutla de los Reyes","2"
"gelatineplaatnegatieven","Santa Barbara","2"
"altaarstukken","Juázeiro do Norte","2"
"panoramafoto's","Albina","2"
"cyanotypieën","Willemstad","2"
"gelatinenegatieven op nitraat","Langatabbetje","2"
"gelatineplaatnegatieven","Powakka","2"
"gelatineplaatnegatieven","Donderkamp","2"
