"typeLabel","placeName","choCount"
"voorouderschedels","Kuti (rivier)","4"
"tekeningen","Osaka","4"
"reliëfs","Swat","4"
"gelatinenegatieven op acetaat","Garut (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Makassar (stadsgemeente)","4"
"voorouderbeelden","Buru (eiland)","4"
"daglichtgelatinezilverdrukken","Bengkulu (stadsgemeente)","4"
"gelatineplaatnegatieven","Tegal (regentschap)","4"
"daglichtcollodiumzilverdrukken","Mojokerto (stadsgemeente)","4"
"albuminedrukken","Probolinggo (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Karawang (regentschap)","4"
"daglichtcollodiumzilverdrukken (goud- & platinagetoond)","Jakarta","4"
"schaalmodellen","Madura (eiland)","4"
"ontwikkelgelatinezilverdrukken","Depok (stadsgemeente)","4"
"albuminedrukken","Banjarmasin (stadsgemeente)","4"
"daglichtcollodiumzilverdrukken","George Town","4"
"daglichtgelatinezilverdrukken","Muaramanderas","4"
"kleurenlithografieën (prenten)","Wendit","4"
"schaalmodellen","Parakan","4"
"beelden","Ngabang","4"
"gelatinenegatieven op acetaat","Pagai-eilanden","4"
"beelden","Sikka (regentschap)","4"
"cartes-de-visite (fotografische kaarten)","Kupang (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Lingga (Karo)","4"
"ontwikkelgelatinezilverdrukken","Besitang","4"
"gelatineplaatnegatieven","Balige","4"
"ontwikkelgelatinezilverdrukken","Wedi","4"
"gelatineplaatnegatieven","Segeri","4"
"potloodtekeningen","Prambanan","4"
"schilderijen","India","4"
"beeldsnijwerken","India","4"
"beelden","Sikkim (deelstaat)","4"
"gelatinenegatieven op acetaat","Karbala","4"
"miniaturen (schilderingen)","Baghdad","4"
"schilderingen","Kleine Soenda-eilanden","4"
"foto's","Baghdad","4"
"fotomechanische afdrukken","Mahakam (rivier)","4"
"collodiumnegatieven","Karo (regentschap)","4"
"godenbeelden","Tapanuli Utara (regentschap)","4"
"botanische prenten","Bangka (eiland)","4"
"foto's","Rejang Lebong (regentschap)","4"
"positieven (beeldmateriaal)","Wajo (regentschap)","4"
"positieven (beeldmateriaal)","Lombok Barat (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Sanana (eiland)","4"
"beelden","Aru-eilanden","4"
"gelatinenegatieven op acetaat","Magelang (regentschap)","4"
"albuminedrukken (goudgetoond)","Serang (regentschap)","4"
"collodiumnegatieven","Lumajang (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Tarpia","4"
"korwars","Bosnik","4"
"korwars","Ambai (eiland)","4"
"korwars","Siebu","4"
"kleurenfoto's","Mekka","4"
"foto's","Kalasan","4"
"schaalmodellen","Bawean (eiland)","4"
"cartes-de-visite (fotografische kaarten)","Ungaran","4"
"beelden","Ankara","4"
"albuminedrukken (goudgetoond)","Tosari","4"
"positieven (beeldmateriaal)","Tosari","4"
"albuminedrukken (goudgetoond)","Batutulis","4"
"gelatinenegatieven op nitraat","'Aynat","4"
"foto's","Tenggarong","4"
"daglichtgelatinezilverdrukken","Tanjungpura","4"
"gelatinenegatieven op nitraat","Kotagede","4"
"olieverfschilderingen","Borobudur","4"
"gelatinenegatieven op nitraat","'Amd","4"
"houtsnijwerk","Sentani-meer","4"
"godenbeelden","Yamdena (eiland)","4"
"daglichtgelatinezilverdrukken","Torare (rivier)","4"
"ontwikkelgelatinezilverdrukken","Baliem-vallei","4"
"voorouderbeelden","Asei","4"
"kleurendia's","Amborep","4"
"kleurendia's","Kebar-vlakte","4"
"ontwikkelgelatinezilverdrukken","Nikiniki (Timor)","4"
"maquettes","Tobelo","4"
"gelatinenegatieven op nitraat","Ruteng","4"
"kleurendia's","Tual","4"
"gelatinenegatieven op acetaat","Manokwari (plaats)","4"
"gelatineplaatnegatieven","Gunungsitoli (stadsgemeente)","4"
"daglichtgelatinezilverdrukken","Tifu","4"
"beeldsnijwerken","Damar (eiland)","4"
"foto's","Demta","4"
"proeflappen","Kudus (regentschap)","4"
"albuminedrukken","Kudus (regentschap)","4"
"positieven (beeldmateriaal)","Toba-meer","4"
"gelatinenegatieven op nitraat","Buru (eiland)","4"
"foto's","Mojokerto (regentschap)","4"
"beelden","Chitral","4"
"godenbeelden","Zuid-Bali","4"
"positieven (beeldmateriaal)","Singaraja","4"
"gelatinenegatieven op acetaat","Mengwi","4"
"ontwikkelgelatinezilverdrukken","Buahan (Bangli)","4"
"kleurendia's","Aurangabad","4"
"foto's","Garawangi","4"
"positieven (beeldmateriaal)","Penataran","4"
"houtsnijwerk","Nias (eiland)","4"
"negatieven","Silungkang","4"
"ontwikkelgelatinezilverdrukken","Pangkalansusu","4"
"daglichtcollodiumzilverdrukken","Telukbetung","4"
"poppen (figuurvoorstellingen)","India","4"
"ontwikkelgelatinezilverdrukken","Hebron","4"
"foto's","Hebei","4"
"kleurenlithografieën (prenten)","Delhi (hoofdstadregio)","4"
"achterglasschilderingen","Damascus","4"
"voorouderbeelden","Zuidoost-Azië: Insulair","4"
"beelden","Bengalen","4"
"lithografieën (prenten)","Delhi (hoofdstadregio)","4"
"gelatinenegatieven op acetaat","Samarra","4"
"paalbeelden","Zuidelijk Papua Barat","4"
"maquettes","Jayawijaya-gebergte","4"
"ontwikkelgelatinezilverdrukken","Medan (stadsgemeente)","4"
"beeldsnijwerken","Tapanuli Utara (regentschap)","4"
"gelatinenegatieven op nitraat","Bangka (eiland)","4"
"aquarellen","Bangka (eiland)","4"
"gelatineplaatnegatieven","Aceh Timur (regentschap)","4"
"gelatinenegatieven op acetaat","Lombok Barat (regentschap)","4"
"daglichtgelatinezilverdrukken","Sidoarjo (regentschap)","4"
"afgietsels","Yogyakarta (stadsgemeente)","4"
"negatieven","Halmahera (eiland)","4"
"negatieven","Ambon (eiland)","4"
"cartes-de-visite (fotografische kaarten)","Klaten (regentschap)","4"
"krijttekeningen","Banjarnegara (regentschap)","4"
"godenbeelden","Kolkata","4"
"ontwikkelgelatinezilverdrukken","Takengon","4"
"albuminedrukken","Sabang","4"
"diapositieven","Sabang","4"
"ontwikkelgelatinezilverdrukken","Moga","4"
"negatieven","Donggala (regentschap)","4"
"daglichtgelatinezilverdrukken","Bondowoso","4"
"wandversieringen (beeldmateriaal)","Mumbai","4"
"cartes-de-visite (fotografische kaarten)","Bangil","4"
"daglichtgelatinezilverdrukken","Subah","4"
"gelatinenegatieven op nitraat","Dayyin","4"
"schilderingen","Mendut","4"
"gelatineplaatnegatieven","Songgoriti","4"
"pentekeningen","Borobudur","4"
"daglichtgelatinezilverdrukken","Apo Kayan (plateau)","4"
"foto's","Cipanas (Cianjur)","4"
"ontwikkelgelatinezilverdrukken","Umar","4"
"voorouderschedels","Naneu","4"
"negatieven","Kai-eilanden","4"
"beelden","Asei","4"
"kleurendia's","Jet (rivier)","4"
"ontwikkelgelatinezilverdrukken","Puncak Jaya","4"
"beeldsnijwerken","Atsy","4"
"stereofoto's","Nikko","4"
"foto's","Noordelijk Papua","4"
"gelatineplaatnegatieven","Samalanga","4"
"negatieven","Tangse","4"
"foto's","Solo-rivier","4"
"gelatinenegatieven op nitraat","Bukittinggi (stadsgemeente)","4"
"albuminedrukken (goudgetoond)","Sawahlunto / Sijunjung (regentschap)","4"
"gelatineplaatnegatieven","Singkarak-meer","4"
"ontwikkelgelatinezilverdrukken","Tidore (eiland)","4"
"positieven (beeldmateriaal)","Madiun (regentschap)","4"
"godenbeelden","Thanjavur","4"
"beeldsnijwerken","Balikpapan (stadsgemeente)","4"
"gelatinenegatieven op polyester","Jakarta","4"
"panoramafoto's","Kintamani","4"
"beelden","Oost-Sumatera","4"
"poppen (figuurvoorstellingen)","Madiun (regentschap)","4"
"beelden","Pune","4"
"foto's","Kuala Kangsar","4"
"albuminedrukken","Padang Panjang (stadsgemeente)","4"
"daglichtgelatinezilverdrukken","Benoa","4"
"schilderijen","Peliatan","4"
"foto's","Plantungan","4"
"gelatineplaatnegatieven","Leles","4"
"gelatinenegatieven op acetaat","Nias (eiland)","4"
"aquarellen","Nias (eiland)","4"
"voorouderbeelden","Belu (regentschap)","4"
"kleurendia's","Tengger-gebergte","4"
"lichtdrukken","Garut","4"
"kleurendia's","Prambanan tempelcomplex","4"
"ontwikkelgelatinezilverdrukken","Andhra Pradesh (deelstaat) ","4"
"portretten","India","4"
"foto's","Asama-yama","4"
"lichtdrukken","Yunnan","4"
"prenten","Shanghai","4"
"beelden","Zuid- en Zuidoost-Azië","4"
"gelatinenegatieven op acetaat","Khyber Pakhtunkhwa (provincie)","4"
"afgietsels","Sumba (eiland)","4"
"beelden","Timor","4"
"wandversieringen (beeldmateriaal)","Indonesië","4"
"schilderingen","Delhi (hoofdstadregio)","4"
"korwars","Doberai-schiereiland","4"
"panoramafoto's","Karo (regentschap)","4"
"gelatineplaatnegatieven","Tapanuli Tengah (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Ampenan","4"
"diapositieven","Malang (regentschap)","4"
"positieven (beeldmateriaal)","Tulungagung (regentschap)","4"
"lantaarnplaatjes","Klaten (regentschap)","4"
"beelden","Semarang (regentschap)","4"
"daglichtgelatinezilverdrukken","Kolkata","4"
"ontwikkelgelatinezilverdrukken","Pom","4"
"gelatineplaatnegatieven","Enggano (eiland)","4"
"ontwikkelgelatinezilverdrukken","Panyabungan","4"
"positieven (beeldmateriaal)","Waingapu","4"
"ontwikkelgelatinezilverdrukken","Bandar Baru","4"
"diapositieven","Kotagadang","4"
"daglichtgelatinezilverdrukken","Gombong","4"
"daglichtgelatinezilverdrukken","Batutulis","4"
"broodfiguren","Ankara","4"
"daglichtgelatinezilverdrukken","Kalasan","4"
"foto's","Tumpang","4"
"plattegronden (tekeningen)","Kapal (eiland)","4"
"foto's","Pakantan","4"
"lichtdrukken","Borobudur","4"
"foto's","Mutean","4"
"ontwikkelgelatinezilverdrukken","Sepadim","4"
"houtsnijwerk","Tanimbar-eilanden","4"
"paalbeelden","Tanimbar-eilanden","4"
"foto's","Selaru (eiland)","4"
"gelatineplaatnegatieven","Skoyambe","4"
"stereofoto's","Pamekasan","4"
"voorouderbeelden","Mbu Agani","4"
"ontwikkelgelatinezilverdrukken","Amborep","4"
"gelatineplaatnegatieven","Doreh-baai","4"
"foto's","Nias Barat (regentschap)","4"
"schedelkorwars","Wendesi","4"
"kabinetfoto's","Cianjur (regentschap)","4"
"platinadrukken","Breueh (eiland)","4"
"wandversieringen (beeldmateriaal)","Desa Kamasan","4"
"collodiumnegatieven","Ternate (eiland)","4"
"daglichtcollodiumzilverdrukken","Padang (stadsgemeente)","4"
"albuminedrukken (goudgetoond)","Kudus (regentschap)","4"
"cartes-de-visite (fotografische kaarten)","Pekalongan (regentschap)","4"
"negatieven","Probolinggo (regentschap)","4"
"ontwikkelgelatinezilverdrukken","Bandung (stadsgemeente)","4"
"beeldsnijwerken","Campbellpore district","4"
"gelatine zilverdrukken","Amer","4"
"ontwikkelgelatinezilverdrukken","Malabar","4"
"negatieven","Banjarmasin (stadsgemeente)","4"
"ontwikkelgelatinezilverdrukken","Tejakula","4"
"albuminedrukken","Kutai  Kartanegara (regentschap)","4"
"beeldsnijwerken","Madura (eiland)","4"
"schilderingen","Boyolali (regentschap)","4"
"tekeningen","Cirebon (stadsgemeente)","4"
"ontwikkelgelatinezilverdrukken","Mohenjo Daro","4"
"gelatinenegatieven op acetaat","Cakranegara","4"
"daglichtgelatinezilverdrukken","Pariaman (stadsgemeente)","4"
"gelatinenegatieven op nitraat","Kimi","4"
"daglichtgelatinezilverdrukken","Bangko","4"
"daglichtcollodiumzilverdrukken","Lawang","4"
"gelatineplaatnegatieven","Rote (eiland)","4"
"gelatinenegatieven op acetaat","Manggarai (regentschap)","4"
"negatieven","Tengger-gebergte","4"
"ontwikkelgelatinezilverdrukken","Bethlehem","4"
"kleurendia's","Tihama","4"
"kalligrafie","Teheran","4"
"foto's","Ishikawa","4"
"ontwikkelgelatinezilverdrukken","Nanjing","4"
"poppen (figuurvoorstellingen)","Vietnam","4"
"platinadrukken","Kandy","4"
"cartes-de-visite (fotografische kaarten)","Timor","4"
"negatieven","Maluku","4"
"platinadrukken","Duir","4"
"schilderingen","Zuidoost-Kalimantan","4"
"afweerbeelden","Karo (regentschap)","4"
"gelatinenegatieven op acetaat","Agam (regentschap)","4"
"diapositieven","Padang-Pariaman (regentschap)","4"
"fotomechanische afdrukken","Padang-Pariaman (regentschap)","4"
"gelatineplaatnegatieven","Belitung (eiland)","4"
"collodiumnegatieven","Minahasa (oud regentschap)","4"
"ontwikkelgelatinezilverdrukken","Soppeng (regentschap)","4"
"lichtdrukken","Rembang (regentschap)","4"
"daglichtcollodiumzilverdrukken","Temanggung (regentschap)","4"
"foto's","Ciburial","4"
"positieven (beeldmateriaal)","Sindanglaya","4"
"beelden","Sibolga (stadsgemeente)","4"
"gelatineplaatnegatieven","Pelabuhan Ratu","4"
"gelatinenegatieven op nitraat","Mimika (rivier)","4"
"daglichtgelatinezilverdrukken","Mansinam (eiland)","4"
"ontwikkelgelatinezilverdrukken","Setakwa (rivier)","4"
"ontwikkelgelatinezilverdrukken","Atuka","4"
"portretten","Buti","4"
"gelatinenegatieven op acetaat","Tobati ","4"
"kleurendia's","Selaru (eiland)","4"
"gelatineplaatnegatieven","Ayamaru","4"
"kleurendia's","Erepakirida","4"
"voorouderbeelden","Manep","4"
"diapositieven","Tanjung Priok","4"
"houtsnijwerk","Mbu Agani","4"
"kleurendia's","Atsy","4"
"beeldsnijwerken","Wakde (eiland)","4"
"beeldsnijwerken","Waigeo (eiland)","4"
"voorouderbeelden","Bonerate","4"
"ontwikkelgelatinezilverdrukken","Ruteng","4"
"gelatineplaatnegatieven","Tondano","4"
"godenbeelden","Leti (eiland)","4"
"beelden","Babar (eiland)","4"
"nishiki-e","Osaka","4"
"mooie-vrouwen-prenten","Tokyo","4"
"platinadrukken","Sabang","4"
"gelatineplaatnegatieven","Manawi","4"
"foto's","Bacan (eiland)","4"
"voorouderbeelden","Noordelijk Papua","4"
"kleurendia's","Pasaman (regentschap)","4"
"schilderingen","Sleman (regentschap)","4"
"negatieven","Solo-rivier","4"
"maquettes","Madura (eiland)","4"
"cartes-de-visite (fotografische kaarten)","Pontianak (stadsgemeente)","4"
"kleurendia's","Madura (eiland)","4"
"glasnegatieven","Bogor (stadsgemeente)","4"
"ontwikkelgelatinezilverdrukken","Sawan","4"
"plattegronden (gebouwen)","Puri","4"
"figuren (voorstellingen)","Kachchh","4"
"gelatinenegatieven op acetaat","Kuta","4"
"gelatinenegatieven op acetaat","Pejeng","4"
"plaquettes (beeldmateriaal)","Cakranegara","4"
"daglichtgelatinezilverdrukken","Payakumbuh (stadsgemeente)","4"
"ontwikkelgelatinezilverdrukken","Calang","4"
"rolschilderingen","Centraal-Bhutan","4"
"foto's","Darma","4"
"foto's","Pingit","4"
"foto's","Silungkang","4"
"ontwikkelgelatinezilverdrukken","Pakisan","4"
"schaalmodellen","Enggano (eiland)","4"
"foto's","Batu Karang","4"
"foto's","Ambulu","4"
"beelden","Sungai Puar","4"
"foto's","Sumenep (regentschap)","4"
"emblemen (symbolen)","India","4"
"potloodtekeningen","Arabisch Schiereiland","4"
"klederdrachtpoppen","Arabisch Schiereiland","4"
"daglichtcollodiumzilverdrukken","Maleisië","4"
"houtsnijwerk","Indonesië","4"
"figuren (voorstellingen)","Indonesië","4"
"foto's","Vietnam","4"
"schaalmodellen","Borneo","4"
"kleurendia's","Sumbawa (eiland)","4"
"gouaches (schilderingen)","Zuidoost-Azië: Insulair","4"
"schaalmodellen","Delhi (hoofdstadregio)","4"
"gelatinenegatieven op acetaat","Maoke-gebergte","4"
"poppen (figuurvoorstellingen)","Luwu (gebied)","4"
"gelatinenegatieven op acetaat","Pasuruan (regentschap)","4"
"foto's","Rembang (regentschap)","4"
"schaalmodellen","Rembang (regentschap)","4"
"cartes-de-visite (fotografische kaarten)","Temanggung (regentschap)","4"
"negatieven","Tasikmalaya (regentschap)","4"
"stereofoto's","Garut (regentschap)","4"
"gelatinenegatieven op nitraat","Ungaran","4"
"gelatineplaatnegatieven","Dieng (plateau)","4"
"daglichtgelatinezilverdrukken","Brebes","4"
"ontwikkelgelatinezilverdrukken","Tangkubanparahu (berg)","4"
"positieven (beeldmateriaal)","Belawan","4"
"daglichtgelatinezilverdrukken","Martapura","4"
"ontwikkelgelatinezilverdrukken","Negara (Kalimantan)","4"
"pentekeningen","Kapal (eiland)","4"
"daglichtgelatinezilverdrukken","Nafri ","4"
"ontwikkelgelatinezilverdrukken","Unauna (eiland)","4"
"potloodtekeningen","Yewati","4"
"potloodtekeningen","Buti","4"
"voorouderbeelden","Fayit (rivier)","4"
"ontwikkelgelatinezilverdrukken","Merauke (plaats)","4"
"olieverfschilderingen","Merauke (plaats)","4"
"beelden","Kai-eilanden","4"
"negatieven","Tanimbar-eilanden","4"
"ontwikkelgelatinezilverdrukken","Nimboran (district)","4"
"voorouderbeelden","Yepem","4"
"voorouderbeelden","Aorket","4"
"voorouderbeelden","Manokwari (plaats)","4"
"kleurendia's","Bajawa","4"
"voorouderbeelden","Daweloor (eiland)","4"
"schedelkorwars","Wandamen-baai","4"
"albuminedrukken","Yokohama","4"
"ontwikkelgelatinezilverdrukken","Kaptiau","4"
"foto's","Yapen (eiland)","4"
"maquettes","Meervlakte","4"
"kleurendia's","Komodo (eiland)","4"
"ontwikkelgelatinezilverdrukken","Sioban","4"
"daglichtgelatinezilverdrukken","Toarim (rivier)","4"
"ontwikkelgelatinezilverdrukken","Hakone","4"
"foto's","Purworejo (regentschap)","4"
"tekeningen naar type onderwerp","West-Timor","4"
"positieven (beeldmateriaal)","Tidore (eiland)","4"
"gelatineplaatnegatieven","Salatiga (stadsgemeente)","4"
"foto's","Meureudu","4"
"gelatinenegatieven op nitraat","Balikpapan (stadsgemeente)","4"
"daglichtgelatinezilverdrukken","Zuid-Bali","4"
"beelden","Banjarmasin (stadsgemeente)","4"
"aquarellen","Jakarta","4"
"miniaturen (schilderingen)","Lahore","4"
"zwart-wit foto's","Jakarta","4"
"kindertekeningen","Sanur","4"
"beelden","Udaipur","4"
"gelatinenegatieven op acetaat","Lawu (berg)","4"
"gelatinenegatieven op acetaat","Ujung","4"
"gelatinenegatieven op acetaat","Lebih","4"
"gelatinenegatieven op acetaat","Ketewel","4"
"gelatineplaatnegatieven","Payakumbuh (stadsgemeente)","4"
"figuren (voorstellingen)","Madhubani (plaats)","4"
"daglichtgelatinezilverdrukken","Untung Jawa (eiland)","4"
"prenten","Konya","4"
"gelatinenegatieven op nitraat","Tarim","4"
"poppen (figuurvoorstellingen)","Kulawi","4"
"daglichtcollodiumzilverdrukken","Buton (eiland)","4"
"ontwikkelgelatinezilverdrukken","Tawangmangu","4"
"ontwikkelgelatinezilverdrukken","Labuhanbilik","4"
"bouwtekeningen","Prambanan tempelcomplex","4"
"stereofoto's","Singosari","4"
"positieven (beeldmateriaal)","Gujarat (deelstaat)","4"
"plaquettes (beeldmateriaal)","Zuid-Azië","4"
"gelatinenegatieven op acetaat","Bethlehem","4"
"daglichtcollodiumzilverdrukken","Arabisch Schiereiland","4"
"kalligrafie","Shanghai","4"
"voorouderbeelden","Lautem (district)","4"
"kalligrafie","Korea","4"
"positieven (beeldmateriaal)","Gorontalo (provincie)","4"
"foto's","Mindoro","4"
"gouaches (schilderingen)","Indonesië","4"
"kleurenfoto's","Damascus","4"
"negatieven","Bengkulu (provincie)","4"
"gelatinenegatieven op acetaat","Sulawesi Tengah (provincie)","4"
"pastels","Zuidoost-Azië: Insulair","4"
"volksprenten","Puducherry (territorium)","4"
"godenbeelden","Nicobar-eilanden","4"
"kleurenfoto's","Hadramawt (gouvernement)","4"
"platinadrukken","Georgië","4"
"platinadrukken","Yerevan","4"
"poppen (figuurvoorstellingen)","Zuid-Papua","4"
"foto's","Westelijk Doberai-schiereiland","4"
"diapositieven","Tanah Datar (regentschap)","4"
"gelatineplaatnegatieven","Luwu (gebied)","4"
"tekeningen","Seram (eiland)","4"
"tekeningen","Malang (regentschap)","4"
"daglichtcollodiumzilverdrukken","Klaten (regentschap)","4"
"positieven (beeldmateriaal)","Cilacap (regentschap)","4"
"daglichtgelatinezilverdrukken","Singkarak-meer","4"
"gelatineplaatnegatieven","Bengkulu (stadsgemeente)","4"
"ontwikkelgelatinezilverdrukken","Bacan (eiland)","4"
"afgietsels","Singosari","2"
"gelatineplaatnegatieven","Tarutung","2"
"schilderingen","Gunung Gangsir","2"
"beelden","Bagelen","2"
"gelatineplaatnegatieven","Kutoarjo","2"
"negatieven","Sidorejo","2"
"negatieven","Gombong","2"
"kleurendia's","Cicalengka","2"
"prenten","Wah","2"
"votiefprenten","Mumbai","2"
"foto's","Mekka","2"
"verteldoeken","Mekka","2"
"autotypieën","Tosari","2"
"gelatineplaatnegatieven","Mojowarno","2"
"gelatinenegatieven op acetaat","Arjawinangun","2"
"gouaches (schilderingen)","Mekka","2"
"elektronische afbeeldingen","Mekka","2"
"pentekeningen","Mekka","2"
"gelatinenegatieven op acetaat","Banten","2"
"reliëfs","Mumbai","2"
"foto's","Batu Gajah","2"
"daglichtgelatinezilverdrukken","Sarangan","2"
"albuminedrukken","Kapal (eiland)","2"
"gelatineplaatnegatieven","Lubuksulasih","2"
"albuminedrukken (goudgetoond)","Palembayan","2"
"gelatineplaatnegatieven","Palembayan","2"
"gelatineplaatnegatieven","Apo Kayan (plateau)","2"
"fotomechanische afdrukken","Belawan","2"
"daglichtgelatinezilverdrukken","Randublatung","2"
"schaalmodellen","Priangan","2"
"daglichtcollodiumzilverdrukken","Segara Anakan-baai","2"
"ontwikkelgelatinezilverdrukken","Engros","2"
"bisjpalen","Asewets (rivier)","2"
"portretten","Sepadim","2"
"daglichtgelatinezilverdrukken","Roon (eiland)","2"
"attributen","Roon (eiland)","2"
"houtsneden","Medina","2"
"landschapsprenten","Haruna (berg)","2"
"ontwikkelgelatinezilverdrukken","Tanahmerah-baai","2"
"foto's","Miei","2"
"beelden","Yatoke","2"
"beeldengroepen","Atjametsj","2"
"bisjpalen","Yepem","2"
"beeldsnijwerken","Baberongko","2"
"gelatinenegatieven op nitraat","Makbon","2"
"voorouderbeelden","Atsy","2"
"beeldsnijwerken","Amanamkai","2"
"beelden","Masimasi (eiland)","2"
"gelatinenegatieven op nitraat","Sinabang","2"
"ontwikkelgelatinezilverdrukken","Atapupu","2"
"godenbeelden","Wulur","2"
"lichtdrukken","Hijaz","2"
"gelatineplaatnegatieven","Nias Selatan (regentschap)","2"
"negatieven","Gunungsitoli (stadsgemeente)","2"
"afgietsels","Gunungsitoli (stadsgemeente)","2"
"gelatineplaatnegatieven","Galela","2"
"voorouderbeelden","Doreh-baai","2"
"foto's","Labuhanbajau","2"
"ontwikkelgelatinezilverdrukken","Galela","2"
"gelatinenegatieven op nitraat","Orahili","2"
"autotypieën","Bromo (berg)","2"
"gelatinenegatieven op acetaat","Asmat (regentschap)","2"
"gelatinenegatieven op nitraat","Pom","2"
"daglichtgelatinezilverdrukken","Airmadidi","2"
"kleurendia's","Waikabubak","2"
"gelatineplaatnegatieven","Onin (schiereiland)","2"
"stereofoto's","Hakone","2"
"divinatiebeelden","Numfor (eiland)","2"
"daglichtgelatinezilverdrukken","Wendesi","2"
"gelatineplaatnegatieven","Bromo (berg)","2"
"prenten","Langowan","2"
"ontwikkelgelatinezilverdrukken","Sadang","2"
"kleurendia's","Boawae","2"
"gelatineplaatnegatieven","Sarmi","2"
"ontwikkelgelatinezilverdrukken","Mapia-eilanden","2"
"beelden","Asmat (regentschap)","2"
"gelatineplaatnegatieven","Rinca (eiland)","2"
"bas-reliëfs","Pantai Kasuari ","2"
"albuminedrukken","Lebak (regentschap)","2"
"schaalmodellen","Garut (regentschap)","2"
"schaalmodellen","Tapanuli Selatan (regentschap)","2"
"kleurendia's","Singkarak-meer","2"
"daglichtgelatinezilverdrukken","Langsa (stadsgemeente)","2"
"gelatineplaatnegatieven","Sigli","2"
"positieven (beeldmateriaal)","Probolinggo (regentschap)","2"
"stereofoto's","Solo-rivier","2"
"ontwikkelgelatinezilverdrukken","Padangbai","2"
"schaalmodellen","Zuidoost-Molukken","2"
"godenbeelden","Pekalongan (regentschap)","2"
"plaquettes (beeldmateriaal)","Palembang (stadsgemeente)","2"
"olieverfschilderingen","Bukittinggi (stadsgemeente)","2"
"ontwikkelgelatinezilverdrukken","Tamiang (rivier)","2"
"houtgravures","West-Timor","2"
"daglichtcollodiumzilverdrukken","Mojokerto (regentschap)","2"
"schaalmodellen","Surakarta (stadsgemeente)","2"
"prenten","Bogor (stadsgemeente)","2"
"kleurenfoto's","Ubud","2"
"foto's","Nilgiri Hills","2"
"miniaturen (schilderingen)","Mathura","2"
"beelden","Ahmadabad","2"
"kleurendia's","Banjarmasin (stadsgemeente)","2"
"schilderingen","Zuid-Bali","2"
"kleurendia's","Cirebon (stadsgemeente)","2"
"devotiebeelden","Madurai","2"
"beelden","Varanasi","2"
"godenbeelden","Pune","2"
"prenten","Hyderabad","2"
"ontwikkelgelatinezilverdrukken","Zuid-India","2"
"daglichtcollodiumzilverdrukken","Zuid-Bali","2"
"schaalmodellen","West-Seram","2"
"gelatineplaatnegatieven","Madiun (regentschap)","2"
"ontwikkelgelatinezilverdrukken","Merapi (berg)","2"
"beeldsnijwerken","Sanur","2"
"gelatinenegatieven op acetaat","Sukawati","2"
"schilderijen","Puri","2"
"positieven (beeldmateriaal)","Thanjavur","2"
"gelatineplaatnegatieven","Singkawang (stadsgemeente)","2"
"gelatinenegatieven op acetaat","Aurangabad","2"
"beeldsnijwerken","Batuan","2"
"miniaturen (schilderingen)","Guler","2"
"gelatineplaatnegatieven","Cakranegara","2"
"miniaturen (schilderingen)","West-India","2"
"figuurvoorstellingen","Panjal","2"
"gelatinenegatieven op acetaat","Cimacan","2"
"lichtdrukken","Papandayan (berg)","2"
"pentekeningen","Nias (eiland)","2"
"gelatinenegatieven op nitraat","Samosir (eiland)","2"
"voorouderbeelden","Kulawi","2"
"schilderingen","Sumenep (regentschap)","2"
"gelatinenegatieven op polyester","Bunuraya","2"
"daglichtcollodiumzilverdrukken","Prambanan tempelcomplex","2"
"gelatinenegatieven op acetaat","Donggala (regentschap)","2"
"gelatineplaatnegatieven","Kulawi","2"
"platinadrukken","Maros","2"
"beeldengroepen","Rajasthan (deelstaat)","2"
"gedenkstenen","Rajasthan (deelstaat)","2"
"positieven (beeldmateriaal)","Tamil Nadu (deelstaat)","2"
"figuren (voorstellingen)","Kerala (deelstaat)","2"
"prenten","Odisha (deelstaat)","2"
"schilderijen","Andhra Pradesh (deelstaat) ","2"
"koppen (figuurvoorstellingen)","Zuid-Azië","2"
"daglichtcollodiumzilverdrukken","India","2"
"cartes-de-visite (fotografische kaarten)","India","2"
"olieverfschilderingen","India","2"
"gelatineplaatnegatieven","Syrië","2"
"lichtdrukken","Saudi-Arabië","2"
"platinadrukken","Irak","2"
"gelatineplaatnegatieven","Irak","2"
"glasnegatieven","Gilan (provincie)","2"
"lichtdrukken","Zuidwest-Azië","2"
"prenten","Teheran","2"
"gelatine zilverdrukken","Shanghai","2"
"positieven (beeldmateriaal)","Shanghai","2"
"lichtdrukken","Sòul","2"
"foto's","Saga","2"
"ontwikkelgelatinezilverdrukken","An Nasiriyah","2"
"gelatinenegatieven op polyester","Karbala","2"
"afweerbeelden","Borneo","2"
"lichtdrukken","Vietnam","2"
"positieven (beeldmateriaal)","Zuid- en Zuidoost-Azië","2"
"schilderingen","Zuidoost-Azië: Insulair","2"
"prenten","Zuid- en Zuidoost-Azië","2"
"foto's","Andaman and Nicobar Islands","2"
"glasnegatieven","Mazandaran (provincie)","2"
"glasnegatieven","Hamadan","2"
"daglichtgelatinezilverdrukken","Lampung (provincie)","2"
"maquettes","Sulawesi Tengah (provincie)","2"
